"";"Cod_Municipio";"Nome_Municipio";"Populacao";"desp_aluno_mat";"Indicador";"CO_MUNICIPIO";"CO_ENTIDADE";"IN_LOCAL_FUNC_PREDIO_ESCOLAR";"IN_LOCAL_FUNC_SALAS_EMPRESA";"IN_LOCAL_FUNC_SOCIOEDUCATIVO";"IN_LOCAL_FUNC_UNID_PRISIONAL";"IN_LOCAL_FUNC_PRISIONAL_SOCIO";"IN_LOCAL_FUNC_TEMPLO_IGREJA";"IN_LOCAL_FUNC_CASA_PROFESSOR";"IN_LOCAL_FUNC_GALPAO";"IN_AGUA_FILTRADA";"IN_AGUA_REDE_PUBLICA";"IN_AGUA_POCO_ARTESIANO";"IN_AGUA_CACIMBA";"IN_AGUA_FONTE_RIO";"IN_AGUA_INEXISTENTE";"IN_ENERGIA_REDE_PUBLICA";"IN_ENERGIA_INEXISTENTE";"IN_LABORATORIO_INFORMATICA";"IN_QUADRA_ESPORTES";"IN_BIBLIOTECA";"IN_SALA_LEITURA";"IN_INTERNET";"IN_BANDA_LARGA";"IN_ALIMENTACAO";"UF";"Nome_Escola";"Indicador_Escola";"num_matriculas"
"66";"5105903";"Nobres";14917;14776,7793536585;4,2;5105903;51013690;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;1;0;0;1;1;1;"MT";"ESCOLA MUNICIPAL ZEFERINO DORNELES COSTA";4,2;239
"67";"3143906";"Muriaé";107916;8843,28289108911;5,08;3143906;31098779;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;1;1;1;1;"MG";"EM GILBERTO JOSE TANUS BRAZ";5,5;820
"68";"3143906";"Muriaé";107916;8843,28289108911;5,08;3143906;31227838;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"MG";"EM PROF ELZA ROGERIO";4,4;449
"69";"3143906";"Muriaé";107916;8843,28289108911;5,08;3143906;31098761;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"MG";"EM CLERIA TICON CARNEIRO";5,1;523
"70";"3143906";"Muriaé";107916;8843,28289108911;5,08;3143906;31098949;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;1;0;1;1;1;"MG";"EM SERGIO LUCIO FERNANDES AMARAL";5,4;93
"71";"3143906";"Muriaé";107916;8843,28289108911;5,08;3143906;31235172;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"MG";"EM PROF STELLA FIDELES";5;435
"72";"3526506";"Lavínia";11156;11814,0811444653;5,2;3526506;35220985;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;0;1;"SP";"JOAQUIM FRANCO DE MELLO CORONEL EMEF";5,2;548
"73";"4210407";"Maracajá";7051;11926,9254950495;5,1;4210407;42121906;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;1;1;"SC";"ESCOLA DE EDUCACAO BASICA MUNICIPAL NIVALDO JOSE ROSA";5,1;448
"74";"3157336";"Santa Cruz de Minas";8489;9820,00144295302;4,7;3157336;31265128;1;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;1;1;1;0;1;0;1;"MG";"EM PROFA LUZIA FERREIRA";4,7;473
"75";"4309308";"Guaíba";99186;10340,9502731186;4,53636363636364;4309308;43070370;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;1;1;1;"RS";"ESC MUN ENS FUN AMADEU BOLOGNESI";3,7;1078
"76";"4309308";"Guaíba";99186;10340,9502731186;4,53636363636364;4309308;43070051;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"RS";"ESC MUN ENS FUN RIO GRANDE DO SUL";5;898
"77";"4309308";"Guaíba";99186;10340,9502731186;4,53636363636364;4309308;43069819;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"RS";"EMEF DARCY BERBIGIER";4,5;518
"78";"4309308";"Guaíba";99186;10340,9502731186;4,53636363636364;4309308;43070388;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;1;1;1;"RS";"EMEF SANTA RITA DE CASSIA";5,5;1557
"79";"4309308";"Guaíba";99186;10340,9502731186;4,53636363636364;4309308;43070396;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"RS";"EMEF SAO FRANCISCO DE ASSIS";5,4;519
"80";"4309308";"Guaíba";99186;10340,9502731186;4,53636363636364;4309308;43207189;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"RS";"ESC MUN ENS FUND ZILA PAIVA RODRIGUES JARDIM";4,6;749
"81";"4309308";"Guaíba";99186;10340,9502731186;4,53636363636364;4309308;43070019;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;0;1;1;1;"RS";"ESC MUN ENS FUN JOSE CARLOS FERREIRA";4;1025
"82";"4309308";"Guaíba";99186;10340,9502731186;4,53636363636364;4309308;43070329;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"RS";"EMEF ANITA GARIBALDI";4,4;537
"83";"4309308";"Guaíba";99186;10340,9502731186;4,53636363636364;4309308;43070116;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;1;1;1;"RS";"ESC MUN ENS FUN SAO PAULO";4,6;168
"84";"4309308";"Guaíba";99186;10340,9502731186;4,53636363636364;4309308;43069886;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;1;1;1;"RS";"ESC MUN ENS FUN INACIO DE QUADROS";4,6;556
"85";"4309308";"Guaíba";99186;10340,9502731186;4,53636363636364;4309308;43070450;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;1;1;1;"RS";"EMEF SENADOR TEOTONIO BRANDAO VILELLA";3,6;1203
"86";"3301108";"Cantagalo";19727;9398,00310958118;4,15;3301108;33019371;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1;1;1;"RJ";"E M ELESTAR CAETANO MENDES";4;321
"87";"3301108";"Cantagalo";19727;9398,00310958118;4,15;3301108;33019045;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"RJ";"E M DACYR JOSE RIBEIRO";4,3;325
"88";"4211603";"Nova Veneza";14654;17373,5548558247;4,9;4211603;42109507;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;1;1;"SC";"EB MUN BAIRRO BORTOLOTTO";5;941
"89";"4211603";"Nova Veneza";14654;17373,5548558247;4,9;4211603;42109493;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;1;1;"SC";"ESC MUN CARAVAGGIO";4,9;483
"90";"4211603";"Nova Veneza";14654;17373,5548558247;4,9;4211603;42131332;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;1;1;"SC";"EB MUN LIBERO UGIONI";4,8;164
"91";"2412005";"São Gonçalo do Amarante";99724;7758,08443701349;3,08571428571429;2412005;24248207;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;1;"RN";"ESCOLA MUNICIPAL MARIA LOURDES DE LIMA";3,5;1195
"92";"2412005";"São Gonçalo do Amarante";99724;7758,08443701349;3,08571428571429;2412005;24071480;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;"RN";"EM 1º GRAU JOAQUIM VICTOR DE HOLANDA";3,3;207
"93";"2412005";"São Gonçalo do Amarante";99724;7758,08443701349;3,08571428571429;2412005;24054526;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1;1;1;"RN";"EM DE ENS FUND PROF MARIA DA CRUZ";3,5;651
"94";"2412005";"São Gonçalo do Amarante";99724;7758,08443701349;3,08571428571429;2412005;24054763;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;1;1;1;"RN";"EM DE 1 GRAU MARIA RUFINA DE LIMA";3,1;749
"95";"2412005";"São Gonçalo do Amarante";99724;7758,08443701349;3,08571428571429;2412005;24055190;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;1;0;0;1;"RN";"EM DE 1 E 2 G DR ROBERTO B FREIRE";2,3;689
"96";"2412005";"São Gonçalo do Amarante";99724;7758,08443701349;3,08571428571429;2412005;24054674;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;0;0;1;"RN";"EM DE 1 E 2 JOSE FCO DA COSTA";3,2;463
"97";"2412005";"São Gonçalo do Amarante";99724;7758,08443701349;3,08571428571429;2412005;24054658;1;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;1;0;1;1;1;1;1;"RN";"ESC MUL DE ENSINO FUNDAMENTAL GENESIO C DE MACEDO";2,7;613
"98";"3139904";"Maria da Fé";14502;7207,48694713328;5,6;3139904;31055719;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;1;1;1;1;"MG";"EM PE PIVATO";5,6;434
"99";"3546256";"Santa Cruz da Esperança";2097;17397,5955426357;5,8;3546256;35232671;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"SP";"OLYMPIO PEREIRA CONCEICAO EMEB";5,8;265
"100";"2206357";"Milton Brandão";6513;6784,17161199625;3,3;2206357;22036628;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;"PI";"ESC MUL CALDEIRAO DOS BRANDAOS";3,3;118
"101";"4303905";"Campo Bom";64553;11731,9782856659;5,83333333333333;4303905;43033644;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"RS";"EMEF SANTOS DUMONT";6,4;978
"102";"4303905";"Campo Bom";64553;11731,9782856659;5,83333333333333;4303905;43033504;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"RS";"EMEF DUQUE DE CAXIAS";5,9;493
"103";"4303905";"Campo Bom";64553;11731,9782856659;5,83333333333333;4303905;43033636;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"RS";"EMEF RUI BARBOSA";6,5;1354
"104";"4303905";"Campo Bom";64553;11731,9782856659;5,83333333333333;4303905;43171885;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;1;1;1;0;1;1;1;"RS";"EMEF BORGES DE MEDEIROS";5,7;1183
"105";"4303905";"Campo Bom";64553;11731,9782856659;5,83333333333333;4303905;43005128;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"RS";"EMEF MORADA DO SOL";5,5;545
"106";"4303905";"Campo Bom";64553;11731,9782856659;5,83333333333333;4303905;43033652;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;"RS";"EMEF VINTE E CINCO DE JULHO";5,4;864
